"ID","sex","age","country","anthropomorphism","mentalizing","dualism","pattern_percep","pattern_percep_l","schizotypy","schizotypy_ref","schizotypy_percep","vividness_imagery","absorbtion","belief_god_cat","belief_god_bin","belief_god_con","agnosticism_cont","agnosticism_bin","atheist_mem","atheist_id","relig__id_1","relig_id_2","relig_attend","prayer_freq","relig_object","anti_relig","god_knowing","belief_confidence","apatheism_god","apatheism_purpose","apatheism","truth_possibility","naturalism","afterlife_exist","afterlife_punish","afterlife_reward","reincarnation","astrology","msystical_people","mystical_objects","good_evil","lifeforce","karma","fate","supernat_beings","good_beings","harmful_beings","evil_eye","spiritual_force","lucky_objects"
11,"Male",30,"Japan",4,2.68181818181818,4,4,4,0.5,0.444444444444444,0.555555555555556,3,50,"I find myself believing in God some of the time, but not at others",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",0,0,0,0,"Shinto","Only on special holy days","Several times each week","Yes, for non-religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",4,"Neither Agree nor Disagree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0
12,"Male",30,"Brazil",4,3.04545454545455,4,4,3,0.5,0.555555555555556,0.444444444444444,3,50,"I don't believe in a personal God, but I do believe in a Higher Power of some kind",0,"Slightly Disagree","Slightly Disagree",0,1,0,1,"Other (please specify)","Once a month","Only when attending religious services","Yes, for religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree",4,"Slightly Disagree",0,"Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","No, I’ve never had an experience like this.",1
13,"Male",42,"Denmark",4,1.95454545454545,4,4,2,0.5,0.444444444444444,0.555555555555556,3,50,"I don't know whether there is a God, and I don't believe there is any way to find out",0,"Moderately Disagree","Moderately Disagree",0,0,0,0,"Protestant","Once a week","Only on special holy days","No","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree",4,"Moderately Disagree",0,"Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Yes, I’ve had an experience like this.",0
14,"Female",34,"Japan",4,2.31818181818182,4,4,1,0.5,0.555555555555556,0.444444444444444,3,50,"I don't believe in God",0,"Strongly Disagree","Strongly Disagree",0,1,0,1,"Catholic","More than once a week","Once a year","Yes, for non-religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",4,"Strongly Disagree",0,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1
15,"Male",19,"UK",4,2.68181818181818,4,4,7,0.5,0.444444444444444,0.555555555555556,3,50,"Don't know",0,"Strongly Agree","Strongly Agree",0,0,0,0,"Orthodox (e.g. Greek Orthodox, Russian Orthodox)","Never, practically never","Less often","Yes, for religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",4,"Strongly Agree",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","No, I’ve never had an experience like this.",0
16,"Female",31,"Brazil",4,3.04545454545455,4,4,6,0.5,0.555555555555556,0.444444444444444,3,50,"I know God really exists and I have no doubt about it.",1,"Moderately Agree","Moderately Agree",0,1,0,1,"Sunni","Less often","Never, practically never","No","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree",4,"Moderately Agree",0,"Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Yes, I’ve had an experience like this.",1
17,"Female",35,"Brazil",4,1.95454545454545,4,4,5,0.5,0.444444444444444,0.555555555555556,3,50,"While I have doubts, I feel that I do believe in God.",1,"Slightly Agree","Slightly Agree",0,0,0,0,"Shiite","Once a year","Several times a day","Yes, for non-religious reasons","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree",4,"Slightly Agree",0,"Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0
18,"Male",29,"UK",4,2.31818181818182,4,4,4,0.5,0.555555555555556,0.444444444444444,3,50,"I find myself believing in God some of the time, but not at others",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",0,1,0,1,"Buddhist","Only on special holy days","Once a day","Yes, for religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",4,"Neither Agree nor Disagree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","No, I’ve never had an experience like this.",1
19,"Male",20,"UK",4,2.68181818181818,4,4,3,0.5,0.444444444444444,0.555555555555556,3,50,"I don't believe in a personal God, but I do believe in a Higher Power of some kind",0,"Slightly Disagree","Slightly Disagree",0,0,0,0,"Confucian","Once a month","Several times each week","No","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree",4,"Slightly Disagree",0,"Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Yes, I’ve had an experience like this.",0
20,"Female",42,"Brazil",4,3.04545454545455,4,4,2,0.5,0.555555555555556,0.444444444444444,3,50,"I don't know whether there is a God, and I don't believe there is any way to find out",0,"Moderately Disagree","Moderately Disagree",0,1,0,1,"Daoist","Once a week","Only when attending religious services","Yes, for non-religious reasons","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree",4,"Moderately Disagree",0,"Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1
21,"Male",26,"Denmark",4,1.95454545454545,4,4,1,0.5,0.444444444444444,0.555555555555556,3,50,"I don't believe in God",0,"Strongly Disagree","Strongly Disagree",0,0,0,0,"Hindu","More than once a week","Only on special holy days","Yes, for religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",4,"Strongly Disagree",0,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","No, I’ve never had an experience like this.",0
22,"Male",43,"UK",4,2.31818181818182,4,4,7,0.5,0.555555555555556,0.444444444444444,3,50,"Don't know",0,"Strongly Agree","Strongly Agree",0,1,0,1,"Jewish","Never, practically never","Once a year","No","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",4,"Strongly Agree",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Yes, I’ve had an experience like this.",1
23,"Male",27,"Denmark",4,2.68181818181818,4,4,6,0.5,0.444444444444444,0.555555555555556,3,50,"I know God really exists and I have no doubt about it.",1,"Moderately Agree","Moderately Agree",0,0,1,0,"Shinto","Less often","Less often","Yes, for non-religious reasons","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree",4,"Moderately Agree",0,"Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0
24,"Female",25,"UK",4,3.04545454545455,4,4,5,0.5,0.555555555555556,0.444444444444444,3,50,"While I have doubts, I feel that I do believe in God.",1,"Slightly Agree","Slightly Agree",1,1,0,1,"Other (please specify)","Once a year","Never, practically never","Yes, for religious reasons","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree",4,"Slightly Agree",0,"Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","No, I’ve never had an experience like this.",1
25,"Female",23,"UK",4,1.95454545454545,4,4,4,0.5,0.444444444444444,0.555555555555556,3,50,"I find myself believing in God some of the time, but not at others",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",0,0,0,0,"Protestant","Only on special holy days","Several times a day","No","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",4,"Neither Agree nor Disagree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Yes, I’ve had an experience like this.",0
26,"Male",21,"Denmark",4,2.31818181818182,4,4,3,0.5,0.555555555555556,0.444444444444444,3,50,"I don't believe in a personal God, but I do believe in a Higher Power of some kind",0,"Slightly Disagree","Slightly Disagree",0,1,0,1,"Catholic","Once a month","Once a day","Yes, for non-religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree",4,"Slightly Disagree",0,"Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1
27,"Male",39,"Denmark",4,2.68181818181818,4,4,2,0.5,0.444444444444444,0.555555555555556,3,50,"I don't know whether there is a God, and I don't believe there is any way to find out",0,"Moderately Disagree","Moderately Disagree",0,0,0,0,"Orthodox (e.g. Greek Orthodox, Russian Orthodox)","Once a week","Several times each week","Yes, for religious reasons","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree",4,"Moderately Disagree",0,"Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","No, I’ve never had an experience like this.",0
28,"Female",21,"Denmark",4,3.04545454545455,4,4,1,0.5,0.555555555555556,0.444444444444444,3,50,"I don't believe in God",0,"Strongly Disagree","Strongly Disagree",0,1,0,1,"Sunni","More than once a week","Only when attending religious services","No","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",4,"Strongly Disagree",0,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Yes, I’ve had an experience like this.",1
29,"Female",27,"Japan",4,1.95454545454545,4,4,7,0.5,0.444444444444444,0.555555555555556,3,50,"Don't know",0,"Strongly Agree","Strongly Agree",0,0,0,0,"Shiite","Never, practically never","Only on special holy days","Yes, for non-religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",4,"Strongly Agree",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0
30,"Female",37,"Denmark",4,2.31818181818182,4,4,6,0.5,0.555555555555556,0.444444444444444,3,50,"I know God really exists and I have no doubt about it.",1,"Moderately Agree","Moderately Agree",0,1,0,1,"Buddhist","Less often","Once a year","Yes, for religious reasons","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree",4,"Moderately Agree",0,"Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","No, I’ve never had an experience like this.",1
31,"Female",7,"Brazil",4,2.68181818181818,4,4,5,0.5,0.444444444444444,0.555555555555556,3,50,"While I have doubts, I feel that I do believe in God.",1,"Slightly Agree","Slightly Agree",0,0,0,0,"Confucian","Once a year","Less often","No","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree",4,"Slightly Agree",0,"Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Yes, I’ve had an experience like this.",0
32,"Male",20,"UK",4,3.04545454545455,4,4,4,0.5,0.555555555555556,0.444444444444444,3,50,"I find myself believing in God some of the time, but not at others",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",0,1,0,1,"Daoist","Only on special holy days","Never, practically never","Yes, for non-religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",4,"Neither Agree nor Disagree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1
33,"Female",30,"Brazil",4,1.95454545454545,4,4,3,0.5,0.444444444444444,0.555555555555556,3,50,"I don't believe in a personal God, but I do believe in a Higher Power of some kind",0,"Slightly Disagree","Slightly Disagree",0,0,0,0,"Hindu","Once a month","Several times a day","Yes, for religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree",4,"Slightly Disagree",0,"Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","No, I’ve never had an experience like this.",0
34,"Male",31,"Brazil",4,2.31818181818182,4,4,2,0.5,0.555555555555556,0.444444444444444,3,50,"I don't know whether there is a God, and I don't believe there is any way to find out",0,"Moderately Disagree","Moderately Disagree",0,1,0,1,"Jewish","Once a week","Once a day","No","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree",4,"Moderately Disagree",0,"Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Yes, I’ve had an experience like this.",1
35,"Male",25,"Denmark",4,2.68181818181818,4,4,1,0.5,0.444444444444444,0.555555555555556,3,50,"I don't believe in God",0,"Strongly Disagree","Strongly Disagree",0,0,0,0,"Shinto","More than once a week","Several times each week","Yes, for non-religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",4,"Strongly Disagree",0,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0
36,"Male",38,"Denmark",4,3.04545454545455,4,4,7,0.5,0.555555555555556,0.444444444444444,3,50,"Don't know",0,"Strongly Agree","Strongly Agree",0,1,0,1,"Other (please specify)","Never, practically never","Only when attending religious services","Yes, for religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",4,"Strongly Agree",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","No, I’ve never had an experience like this.",1
37,"Female",34,"UK",4,1.95454545454545,4,4,6,0.5,0.444444444444444,0.555555555555556,3,50,"I know God really exists and I have no doubt about it.",1,"Moderately Agree","Moderately Agree",0,0,0,0,"Protestant","Less often","Only on special holy days","No","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree",4,"Moderately Agree",0,"Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Yes, I’ve had an experience like this.",0
38,"Male",12,"UK",4,2.31818181818182,4,4,5,0.5,0.555555555555556,0.444444444444444,3,50,"While I have doubts, I feel that I do believe in God.",1,"Slightly Agree","Slightly Agree",0,1,0,1,"Catholic","Once a year","Once a year","Yes, for non-religious reasons","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree",4,"Slightly Agree",0,"Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1
